dispute_id,transaction_id,dispute_date,txn_amount_inr,reason_code,card_network,issuing_bank,merchant_category,three_ds_status,courier_status,carrier,signed_pod,ip_geo_match,device_fingerprint_match,billing_shipping_match,customer_past_dispute_count,prior_undisputed_txns,txn_age_days,days_to_deadline,dispute_outcome
dsp_00014,pay_cc42c52c6fb9,2025-01-18 03:00:00,1695.04,MC_4837_FRAUD,MASTERCARD,CITI_INTL,FOOD_DELIVERY,U_UNAVAILABLE,DELIVERED,DELHIVERY,False,True,True,False,0,2,35,9,1
dsp_00015,pay_8d94ddd83411,2025-01-19 04:00:00,2869.64,MC_4853_GOODS_SERVICES,MASTERCARD,KOTAK,FASHION_APPAREL,U_UNAVAILABLE,DELIVERED,FEDEX_INTL,True,True,True,True,5,6,16,14,1
dsp_00016,pay_d20f0d4977e8,2025-01-19 21:00:00,2547.81,VISA_13_3_DEFECTIVE,VISA,SBI,ECOMM_RETAIL,U_UNAVAILABLE,DELIVERED,DTDC,True,True,False,True,0,1,84,2,1
dsp_00017,pay_654906d916e2,2025-01-19 21:00:00,1141.59,VISA_10_4_FRAUD,VISA,SBI,FASHION_APPAREL,N_NOT_ENROLLED,UNKNOWN,DELHIVERY,False,True,False,True,0,1,46,14,0
dsp_00018,pay_e1d3a8ffb4f1,2025-01-20 12:00:00,2015.66,VISA_10_4_FRAUD,VISA,KOTAK,FOOD_DELIVERY,Y_AUTHENTICATED,DELIVERED,INDIAPOST,True,True,True,True,3,4,65,2,1
dsp_00019,pay_12e707298abf,2025-01-20 13:00:00,1011.3,MC_4853_GOODS_SERVICES,MASTERCARD,AMEX_INTL,ELECTRONICS,Y_AUTHENTICATED,DELIVERED,INDIAPOST,False,True,False,True,1,1,54,2,0
dsp_00020,pay_5d82ca72029f,2025-01-20 13:00:00,2377.66,VISA_10_4_FRAUD,VISA,AMEX_INTL,ECOMM_RETAIL,N_NOT_ENROLLED,DELIVERED,FEDEX_INTL,False,True,False,False,3,0,12,10,0
dsp_00021,pay_143527ad141d,2025-01-21 08:00:00,505.27,VISA_13_3_DEFECTIVE,VISA,AMEX_INTL,FOOD_DELIVERY,U_UNAVAILABLE,IN_TRANSIT,BLUEDART,False,True,True,True,0,0,86,10,1
dsp_00022,pay_b3598fe2630b,2025-01-21 20:00:00,484.86,MC_4853_GOODS_SERVICES,MASTERCARD,CITI_INTL,FOOD_DELIVERY,Y_AUTHENTICATED,UNKNOWN,DELHIVERY,False,True,True,True,0,4,29,6,1
dsp_00023,pay_122c6f7fbd3e,2025-01-21 03:00:00,1539.81,VISA_13_1_NOT_RECEIVED,VISA,AXIS,ECOMM_RETAIL,N_NOT_ENROLLED,DELIVERED,DTDC,True,True,True,True,0,2,72,10,1
dsp_00024,pay_649adb59d0c9,2025-01-21 09:00:00,760.62,VISA_13_3_DEFECTIVE,VISA,HDFC,DIGITAL_SAAS,Y_AUTHENTICATED,NOT_APPLICABLE,NONE,False,True,True,True,1,2,39,14,0
dsp_00025,pay_c3e192a21a85,2025-01-22 02:00:00,3216.9,VISA_10_4_FRAUD,VISA,KOTAK,ECOMM_RETAIL,U_UNAVAILABLE,UNKNOWN,FEDEX_INTL,False,False,False,True,5,2,57,12,0
dsp_00026,pay_c9d235f3341d,2025-01-22 15:00:00,2171.29,MC_4853_GOODS_SERVICES,MASTERCARD,AMEX_INTL,FOOD_DELIVERY,A_ATTEMPTED,RETURNED,BLUEDART,False,True,True,True,0,0,44,7,1
dsp_00027,pay_38df5d3ab824,2025-01-22 12:00:00,1218.98,VISA_13_1_NOT_RECEIVED,VISA,AXIS,DIGITAL_SAAS,Y_AUTHENTICATED,NOT_APPLICABLE,NONE,False,True,False,True,1,3,77,13,1
dsp_00028,pay_638d34674353,2025-01-23 11:00:00,3061.9,VISA_13_1_NOT_RECEIVED,VISA,CITI_INTL,FASHION_APPAREL,N_NOT_ENROLLED,RETURNED,DTDC,False,True,False,False,0,0,63,9,0
dsp_00029,pay_7203131a562f,2025-01-23 15:00:00,16071.06,VISA_10_4_FRAUD,VISA,KOTAK,ECOMM_RETAIL,N_NOT_ENROLLED,UNKNOWN,DTDC,False,False,False,True,0,1,41,9,0
dsp_00030,pay_0439a72bba3b,2025-01-23 18:00:00,419.95,VISA_10_4_FRAUD,VISA,HDFC,FASHION_APPAREL,N_NOT_ENROLLED,DELIVERED,DELHIVERY,True,True,True,True,1,2,69,11,1
dsp_00031,pay_f0694c1dc614,2025-01-24 03:00:00,3674.19,MC_4853_GOODS_SERVICES,MASTERCARD,CITI_INTL,ECOMM_RETAIL,N_NOT_ENROLLED,DELIVERED,INDIAPOST,True,False,True,True,1,3,67,6,1
dsp_00032,pay_0c29513f8d41,2025-01-24 21:00:00,1514.69,VISA_13_1_NOT_RECEIVED,VISA,ICICI,FOOD_DELIVERY,Y_AUTHENTICATED,DELIVERED,FEDEX_INTL,True,True,False,True,0,2,84,14,1
dsp_00033,pay_385290b2fc89,2025-01-24 15:00:00,5055.1,MC_4853_GOODS_SERVICES,MASTERCARD,CITI_INTL,FOOD_DELIVERY,A_ATTEMPTED,DELIVERED,BLUEDART,True,True,True,True,3,0,50,10,1
dsp_00034,pay_94bd161f9c23,2025-01-25 00:00:00,264.67,VISA_13_1_NOT_RECEIVED,VISA,AXIS,ECOMM_RETAIL,A_ATTEMPTED,IN_TRANSIT,FEDEX_INTL,False,False,True,True,0,6,79,2,0
dsp_00035,pay_5397d15fff5d,2025-01-25 15:00:00,816.6,MC_4853_GOODS_SERVICES,MASTERCARD,HDFC,FASHION_APPAREL,N_NOT_ENROLLED,DELIVERED,DTDC,True,True,True,False,3,4,73,12,0
dsp_00036,pay_67ee9892af26,2025-01-25 04:00:00,1570.19,VISA_10_4_FRAUD,VISA,HDFC,TRAVEL_HOTEL,N_NOT_ENROLLED,UNKNOWN,FEDEX_INTL,False,True,False,False,0,0,72,10,0
dsp_00037,pay_3ebb92039734,2025-01-25 19:00:00,1664.09,MC_4853_GOODS_SERVICES,MASTERCARD,HDFC,ECOMM_RETAIL,N_NOT_ENROLLED,IN_TRANSIT,INDIAPOST,False,True,False,True,2,1,73,4,0
dsp_00038,pay_871665bc856b,2025-01-26 17:00:00,14255.87,MC_4837_FRAUD,MASTERCARD,KOTAK,FASHION_APPAREL,Y_AUTHENTICATED,DELIVERED,DTDC,True,False,False,True,0,0,10,6,0
dsp_00039,pay_376d1d5679ef,2025-01-26 13:00:00,1440.73,MC_4837_FRAUD,MASTERCARD,AMEX_INTL,FASHION_APPAREL,A_ATTEMPTED,DELIVERED,BLUEDART,True,True,True,True,5,1,41,10,1
dsp_00040,pay_08ce0adcfee1,2025-01-26 22:00:00,18792.54,VISA_10_4_FRAUD,VISA,HDFC,FOOD_DELIVERY,Y_AUTHENTICATED,UNKNOWN,BLUEDART,False,True,True,True,2,2,58,7,0
dsp_00041,pay_2e1ba22a698b,2025-01-27 22:00:00,473.02,VISA_13_3_DEFECTIVE,VISA,AMEX_INTL,ECOMM_RETAIL,A_ATTEMPTED,DELIVERED,INDIAPOST,True,True,True,True,0,2,50,11,1
dsp_00042,pay_2f73e9d61d97,2025-01-27 15:00:00,6480.95,VISA_10_4_FRAUD,VISA,AXIS,FASHION_APPAREL,N_NOT_ENROLLED,IN_TRANSIT,BLUEDART,False,True,False,True,1,6,83,3,0
dsp_00043,pay_14da2945bb79,2025-01-27 05:00:00,650.77,VISA_13_1_NOT_RECEIVED,VISA,SBI,DIGITAL_SAAS,Y_AUTHENTICATED,NOT_APPLICABLE,NONE,False,True,False,True,0,4,9,2,0
dsp_00044,pay_ad6976d48d00,2025-01-28 06:00:00,200.8,MC_4853_GOODS_SERVICES,MASTERCARD,HDFC,DIGITAL_SAAS,U_UNAVAILABLE,NOT_APPLICABLE,NONE,False,False,True,True,2,0,55,5,0
dsp_00045,pay_8fbd9834d0c1,2025-01-28 01:00:00,3046.84,MC_4853_GOODS_SERVICES,MASTERCARD,SBI,ELECTRONICS,U_UNAVAILABLE,RETURNED,DELHIVERY,False,True,True,True,2,1,61,2,0
dsp_00046,pay_f1f947937e38,2025-01-28 05:00:00,5310.17,MC_4853_GOODS_SERVICES,MASTERCARD,AMEX_INTL,FOOD_DELIVERY,N_NOT_ENROLLED,DELIVERED,FEDEX_INTL,False,True,True,True,3,1,9,6,1
dsp_00047,pay_78da9d757d2f,2025-01-28 22:00:00,584.44,VISA_10_4_FRAUD,VISA,ICICI,FOOD_DELIVERY,U_UNAVAILABLE,DELIVERED,DTDC,True,True,True,True,0,3,4,8,1
dsp_00048,pay_1009d17385e1,2025-01-29 02:00:00,1458.16,VISA_13_3_DEFECTIVE,VISA,KOTAK,TRAVEL_HOTEL,U_UNAVAILABLE,IN_TRANSIT,DELHIVERY,False,True,True,True,3,1,76,14,0
dsp_00049,pay_62d9bbec629f,2025-01-29 08:00:00,1250.75,VISA_13_3_DEFECTIVE,VISA,SBI,FASHION_APPAREL,Y_AUTHENTICATED,UNKNOWN,BLUEDART,False,True,True,False,0,2,4,3,1
dsp_00050,pay_1f9dbf6cd601,2025-01-29 09:00:00,5325.28,VISA_13_1_NOT_RECEIVED,VISA,ICICI,ELECTRONICS,Y_AUTHENTICATED,IN_TRANSIT,FEDEX_INTL,False,True,True,True,0,2,3,9,1
dsp_00051,pay_fd9fb08dc288,2025-01-30 17:00:00,8986.0,MC_4853_GOODS_SERVICES,MASTERCARD,AMEX_INTL,DIGITAL_SAAS,U_UNAVAILABLE,NOT_APPLICABLE,NONE,False,False,False,False,2,1,57,14,0
dsp_00052,pay_a374a336cf46,2025-01-30 18:00:00,440.57,MC_4837_FRAUD,MASTERCARD,AXIS,FOOD_DELIVERY,N_NOT_ENROLLED,DELIVERED,FEDEX_INTL,False,True,False,True,5,3,33,10,0
dsp_00053,pay_01d9c7072d15,2025-01-30 23:00:00,4794.01,VISA_13_3_DEFECTIVE,VISA,AMEX_INTL,DIGITAL_SAAS,A_ATTEMPTED,NOT_APPLICABLE,NONE,False,True,False,True,5,3,22,3,1
dsp_00054,pay_684cf07a9267,2025-01-31 13:00:00,3095.54,VISA_10_4_FRAUD,VISA,SBI,FOOD_DELIVERY,Y_AUTHENTICATED,DELIVERED,DELHIVERY,True,True,False,True,0,4,67,11,1
dsp_00055,pay_60889925b314,2025-01-31 02:00:00,1065.52,MC_4837_FRAUD,MASTERCARD,AXIS,ECOMM_RETAIL,U_UNAVAILABLE,IN_TRANSIT,BLUEDART,False,True,True,True,1,3,56,13,0
dsp_00056,pay_27f6563dc175,2025-01-31 16:00:00,38530.04,MC_4853_GOODS_SERVICES,MASTERCARD,SBI,TRAVEL_HOTEL,N_NOT_ENROLLED,DELIVERED,BLUEDART,True,False,True,True,1,0,32,10,1
dsp_00057,pay_eb73ead5a87b,2025-02-01 15:00:00,1206.18,VISA_13_1_NOT_RECEIVED,VISA,AXIS,ECOMM_RETAIL,Y_AUTHENTICATED,IN_TRANSIT,DELHIVERY,False,True,True,True,5,0,46,7,1
dsp_00058,pay_774e66d4afbe,2025-02-01 21:00:00,480.83,VISA_13_1_NOT_RECEIVED,VISA,ICICI,FASHION_APPAREL,Y_AUTHENTICATED,DELIVERED,INDIAPOST,True,True,True,True,3,6,68,14,1
dsp_00059,pay_1c0078af6829,2025-02-01 09:00:00,260.14,VISA_13_1_NOT_RECEIVED,VISA,AMEX_INTL,FOOD_DELIVERY,A_ATTEMPTED,IN_TRANSIT,FEDEX_INTL,False,True,True,True,2,0,77,5,1
dsp_00060,pay_653a97b81c82,2025-02-01 05:00:00,2870.16,VISA_10_4_FRAUD,VISA,AXIS,ELECTRONICS,U_UNAVAILABLE,IN_TRANSIT,DTDC,False,True,True,True,5,6,61,9,0
dsp_00061,pay_cc27ffe66f23,2025-02-02 11:00:00,4670.22,VISA_10_4_FRAUD,VISA,SBI,ECOMM_RETAIL,A_ATTEMPTED,IN_TRANSIT,BLUEDART,False,True,True,True,5,0,84,2,0
dsp_00062,pay_d5df516b827f,2025-02-02 23:00:00,568.86,MC_4853_GOODS_SERVICES,MASTERCARD,AXIS,ELECTRONICS,N_NOT_ENROLLED,RETURNED,BLUEDART,False,True,True,True,1,1,8,12,0
dsp_00063,pay_8e3e1169f915,2025-02-02 11:00:00,3932.31,VISA_13_1_NOT_RECEIVED,VISA,ICICI,ECOMM_RETAIL,A_ATTEMPTED,DELIVERED,INDIAPOST,True,True,True,True,3,0,38,6,1
dsp_00064,pay_0e14038fac80,2025-02-03 10:00:00,6999.7,VISA_13_3_DEFECTIVE,VISA,ICICI,FOOD_DELIVERY,A_ATTEMPTED,UNKNOWN,DTDC,False,True,True,True,0,6,7,8,1
dsp_00065,pay_6ef381ad883b,2025-02-03 14:00:00,1443.45,VISA_10_4_FRAUD,VISA,HDFC,FOOD_DELIVERY,Y_AUTHENTICATED,DELIVERED,FEDEX_INTL,True,True,True,True,0,1,10,5,1
dsp_00066,pay_2cea4fb5578e,2025-02-03 13:00:00,5524.82,VISA_13_3_DEFECTIVE,VISA,KOTAK,DIGITAL_SAAS,Y_AUTHENTICATED,NOT_APPLICABLE,NONE,False,False,False,True,0,1,82,5,1
dsp_00067,pay_10d5e2b0ff53,2025-02-04 01:00:00,598.83,VISA_13_1_NOT_RECEIVED,VISA,ICICI,ELECTRONICS,N_NOT_ENROLLED,RETURNED,DELHIVERY,False,True,True,True,1,3,74,6,1
dsp_00068,pay_4e7899834517,2025-02-04 01:00:00,927.57,MC_4837_FRAUD,MASTERCARD,CITI_INTL,FOOD_DELIVERY,N_NOT_ENROLLED,DELIVERED,DTDC,True,False,True,True,0,0,15,12,1
dsp_00069,pay_3abe2c2c993e,2025-02-04 02:00:00,1700.31,MC_4853_GOODS_SERVICES,MASTERCARD,AMEX_INTL,ECOMM_RETAIL,N_NOT_ENROLLED,UNKNOWN,INDIAPOST,False,True,False,True,1,0,39,13,1
dsp_00070,pay_9b0808301d30,2025-02-04 12:00:00,403.28,VISA_10_4_FRAUD,VISA,SBI,DIGITAL_SAAS,N_NOT_ENROLLED,NOT_APPLICABLE,NONE,False,False,True,False,0,2,23,4,0
dsp_00071,pay_b77abe641343,2025-02-05 04:00:00,2734.01,VISA_13_3_DEFECTIVE,VISA,CITI_INTL,TRAVEL_HOTEL,N_NOT_ENROLLED,RETURNED,DTDC,False,False,False,True,1,0,83,7,0
dsp_00072,pay_8a2e49e1ddd5,2025-02-05 12:00:00,987.57,MC_4853_GOODS_SERVICES,MASTERCARD,HDFC,TRAVEL_HOTEL,U_UNAVAILABLE,IN_TRANSIT,BLUEDART,False,True,True,True,0,6,18,5,0
dsp_00073,pay_dd2438265113,2025-02-05 21:00:00,1872.32,MC_4837_FRAUD,MASTERCARD,KOTAK,DIGITAL_SAAS,A_ATTEMPTED,NOT_APPLICABLE,NONE,False,True,False,True,1,2,85,12,0
dsp_00074,pay_9981f0c23c91,2025-02-06 13:00:00,618.18,VISA_13_3_DEFECTIVE,VISA,HDFC,ECOMM_RETAIL,Y_AUTHENTICATED,DELIVERED,DTDC,True,False,True,True,3,3,80,14,1
dsp_00075,pay_4633a955a6e7,2025-02-06 13:00:00,773.78,VISA_13_3_DEFECTIVE,VISA,HDFC,FASHION_APPAREL,N_NOT_ENROLLED,UNKNOWN,INDIAPOST,False,True,True,True,0,1,69,7,0
dsp_00076,pay_2004302d18a1,2025-02-06 03:00:00,4023.42,MC_4837_FRAUD,MASTERCARD,ICICI,ELECTRONICS,Y_AUTHENTICATED,DELIVERED,DTDC,False,True,True,True,5,0,48,8,0
dsp_00077,pay_1bba5ee9d3b7,2025-02-07 00:00:00,4311.92,VISA_13_3_DEFECTIVE,VISA,ICICI,FASHION_APPAREL,N_NOT_ENROLLED,DELIVERED,FEDEX_INTL,True,True,False,False,0,1,70,13,0
dsp_00078,pay_4db9e08c0c40,2025-02-07 21:00:00,486.88,VISA_13_3_DEFECTIVE,VISA,HDFC,FOOD_DELIVERY,A_ATTEMPTED,DELIVERED,INDIAPOST,True,False,True,True,0,2,17,8,1
dsp_00079,pay_e0d2f9797799,2025-02-07 08:00:00,642.4,VISA_13_3_DEFECTIVE,VISA,CITI_INTL,ELECTRONICS,U_UNAVAILABLE,DELIVERED,FEDEX_INTL,False,False,True,False,0,2,38,14,0
dsp_00080,pay_f1e8aa925c94,2025-02-08 02:00:00,496.96,MC_4837_FRAUD,MASTERCARD,ICICI,FASHION_APPAREL,A_ATTEMPTED,DELIVERED,INDIAPOST,True,True,False,True,1,4,32,11,1
dsp_00081,pay_07703662b1b8,2025-02-08 07:00:00,638.8,VISA_10_4_FRAUD,VISA,HDFC,FOOD_DELIVERY,Y_AUTHENTICATED,RETURNED,BLUEDART,False,True,True,True,1,1,74,8,0
dsp_00082,pay_cc7f720ead83,2025-02-08 10:00:00,7320.03,MC_4853_GOODS_SERVICES,MASTERCARD,AMEX_INTL,ECOMM_RETAIL,Y_AUTHENTICATED,DELIVERED,INDIAPOST,True,True,True,True,0,0,82,4,1
dsp_00083,pay_b72f0a9b313f,2025-02-08 23:00:00,1179.87,VISA_13_3_DEFECTIVE,VISA,KOTAK,ELECTRONICS,U_UNAVAILABLE,UNKNOWN,DELHIVERY,False,True,True,True,3,4,75,3,0
dsp_00084,pay_9989cf395819,2025-02-09 22:00:00,1011.47,MC_4837_FRAUD,MASTERCARD,KOTAK,ECOMM_RETAIL,U_UNAVAILABLE,IN_TRANSIT,DTDC,False,True,False,True,1,1,58,5,0
dsp_00085,pay_574d97b98eb8,2025-02-09 21:00:00,5482.02,VISA_10_4_FRAUD,VISA,CITI_INTL,ECOMM_RETAIL,A_ATTEMPTED,DELIVERED,DTDC,True,False,True,True,1,1,65,11,0
dsp_00086,pay_3899cc5a2765,2025-02-09 11:00:00,3152.79,VISA_13_3_DEFECTIVE,VISA,SBI,FASHION_APPAREL,Y_AUTHENTICATED,DELIVERED,DTDC,False,True,True,False,0,6,68,11,1
dsp_00087,pay_8b2bff75716b,2025-02-10 04:00:00,10669.34,VISA_13_1_NOT_RECEIVED,VISA,CITI_INTL,DIGITAL_SAAS,N_NOT_ENROLLED,NOT_APPLICABLE,NONE,False,True,True,False,2,0,54,11,0
dsp_00088,pay_df5c2990c057,2025-02-10 12:00:00,753.6,MC_4837_FRAUD,MASTERCARD,SBI,DIGITAL_SAAS,A_ATTEMPTED,NOT_APPLICABLE,NONE,False,True,True,True,0,3,60,3,0
dsp_00089,pay_7cda899cc2b4,2025-02-10 19:00:00,991.39,VISA_10_4_FRAUD,VISA,AMEX_INTL,FOOD_DELIVERY,U_UNAVAILABLE,DELIVERED,FEDEX_INTL,True,True,True,False,1,1,27,5,1
dsp_00090,pay_ca8275212916,2025-02-11 16:00:00,150.0,MC_4837_FRAUD,MASTERCARD,AMEX_INTL,FASHION_APPAREL,N_NOT_ENROLLED,RETURNED,BLUEDART,False,True,True,True,2,6,37,8,0
dsp_00091,pay_52d9da02d371,2025-02-11 16:00:00,5903.87,MC_4853_GOODS_SERVICES,MASTERCARD,SBI,DIGITAL_SAAS,Y_AUTHENTICATED,NOT_APPLICABLE,NONE,False,False,True,True,5,4,64,9,0
dsp_00092,pay_b4aa1fb6fbb7,2025-02-11 11:00:00,948.43,MC_4853_GOODS_SERVICES,MASTERCARD,AMEX_INTL,ELECTRONICS,U_UNAVAILABLE,UNKNOWN,FEDEX_INTL,False,True,False,True,0,4,44,3,1
dsp_00093,pay_2acb1921c0f6,2025-02-11 15:00:00,2083.94,VISA_13_1_NOT_RECEIVED,VISA,AXIS,FASHION_APPAREL,A_ATTEMPTED,DELIVERED,BLUEDART,False,False,True,True,0,1,6,2,1
dsp_00094,pay_9dc04506c5ef,2025-02-12 08:00:00,1427.58,MC_4837_FRAUD,MASTERCARD,HDFC,ECOMM_RETAIL,A_ATTEMPTED,DELIVERED,FEDEX_INTL,True,True,True,False,0,2,84,13,1
dsp_00095,pay_d8cd95b74287,2025-02-12 14:00:00,1947.5,MC_4837_FRAUD,MASTERCARD,AXIS,FOOD_DELIVERY,Y_AUTHENTICATED,IN_TRANSIT,INDIAPOST,False,False,True,True,0,0,47,7,0
dsp_00096,pay_49dbcd0ee51a,2025-02-12 13:00:00,822.82,VISA_10_4_FRAUD,VISA,AMEX_INTL,ECOMM_RETAIL,N_NOT_ENROLLED,DELIVERED,DELHIVERY,False,False,True,True,0,1,39,4,0
dsp_00097,pay_670d116c30d9,2025-02-13 07:00:00,355.32,MC_4837_FRAUD,MASTERCARD,AMEX_INTL,TRAVEL_HOTEL,U_UNAVAILABLE,DELIVERED,BLUEDART,False,False,True,False,0,0,26,13,0
dsp_00098,pay_45f59a2cb635,2025-02-13 03:00:00,2758.5,VISA_13_1_NOT_RECEIVED,VISA,HDFC,FASHION_APPAREL,Y_AUTHENTICATED,DELIVERED,DELHIVERY,True,False,True,True,0,3,74,11,1
dsp_00099,pay_bf16ea74d628,2025-02-13 06:00:00,1318.58,MC_4853_GOODS_SERVICES,MASTERCARD,AXIS,TRAVEL_HOTEL,Y_AUTHENTICATED,DELIVERED,INDIAPOST,False,True,False,True,0,0,49,8,0
dsp_00100,pay_9e93caf5be9a,2025-02-14 18:00:00,942.18,MC_4837_FRAUD,MASTERCARD,CITI_INTL,FOOD_DELIVERY,Y_AUTHENTICATED,RETURNED,DELHIVERY,False,True,True,False,0,4,37,2,0
dsp_00101,pay_6859f3c662a3,2025-02-14 04:00:00,2064.69,VISA_13_3_DEFECTIVE,VISA,ICICI,FOOD_DELIVERY,U_UNAVAILABLE,UNKNOWN,FEDEX_INTL,False,True,True,True,3,1,85,10,0
dsp_00102,pay_b6c73241880e,2025-02-14 06:00:00,34506.7,VISA_13_1_NOT_RECEIVED,VISA,KOTAK,DIGITAL_SAAS,Y_AUTHENTICATED,NOT_APPLICABLE,NONE,False,True,True,True,0,1,25,10,0
dsp_00103,pay_0e07c96f913c,2025-02-15 08:00:00,2161.06,VISA_13_3_DEFECTIVE,VISA,CITI_INTL,ELECTRONICS,Y_AUTHENTICATED,IN_TRANSIT,DELHIVERY,False,True,True,True,0,4,34,2,0
dsp_00104,pay_6eed568d373d,2025-02-15 00:00:00,3772.75,MC_4853_GOODS_SERVICES,MASTERCARD,AMEX_INTL,ECOMM_RETAIL,A_ATTEMPTED,RETURNED,INDIAPOST,False,False,True,True,0,0,53,8,0
dsp_00105,pay_96bb152bfa71,2025-02-15 21:00:00,369.8,VISA_10_4_FRAUD,VISA,HDFC,DIGITAL_SAAS,N_NOT_ENROLLED,NOT_APPLICABLE,NONE,False,True,False,True,0,0,32,6,1
dsp_00106,pay_177ac45ecc1f,2025-02-15 08:00:00,5240.18,VISA_13_3_DEFECTIVE,VISA,ICICI,TRAVEL_HOTEL,U_UNAVAILABLE,DELIVERED,FEDEX_INTL,True,True,True,False,0,2,13,7,1
dsp_00107,pay_f92684c32237,2025-02-16 16:00:00,4624.26,VISA_13_3_DEFECTIVE,VISA,AXIS,ECOMM_RETAIL,Y_AUTHENTICATED,DELIVERED,DELHIVERY,False,True,False,True,0,6,72,4,1
dsp_00108,pay_d0347b20766d,2025-02-16 23:00:00,698.52,VISA_13_3_DEFECTIVE,VISA,HDFC,FASHION_APPAREL,A_ATTEMPTED,DELIVERED,DELHIVERY,True,False,True,True,1,1,38,10,1
dsp_00109,pay_a90634f24b16,2025-02-16 19:00:00,1471.63,MC_4853_GOODS_SERVICES,MASTERCARD,CITI_INTL,ELECTRONICS,A_ATTEMPTED,DELIVERED,FEDEX_INTL,True,True,True,True,1,1,87,6,1
dsp_00110,pay_f3dcdd870351,2025-02-17 08:00:00,5998.13,MC_4853_GOODS_SERVICES,MASTERCARD,SBI,FOOD_DELIVERY,Y_AUTHENTICATED,RETURNED,INDIAPOST,False,False,True,True,1,4,83,14,1
dsp_00111,pay_95362e9d12c9,2025-02-17 15:00:00,1152.94,MC_4853_GOODS_SERVICES,MASTERCARD,HDFC,FOOD_DELIVERY,U_UNAVAILABLE,IN_TRANSIT,FEDEX_INTL,False,True,True,True,0,6,10,9,0
dsp_00112,pay_6a3ef62f43fe,2025-02-17 00:00:00,4698.54,VISA_13_3_DEFECTIVE,VISA,HDFC,FASHION_APPAREL,U_UNAVAILABLE,UNKNOWN,BLUEDART,False,False,True,True,3,2,26,2,0
